product_id,month,demand
SKU-0053,24,146
SKU-0054,1,76
SKU-0054,2,91
SKU-0054,3,93
SKU-0054,4,111
SKU-0054,5,100
SKU-0054,6,89
SKU-0054,7,78
SKU-0054,8,63
SKU-0054,9,79
SKU-0054,10,90
SKU-0054,11,84
SKU-0054,12,83
SKU-0054,13,87
SKU-0054,14,91
SKU-0054,15,88
SKU-0054,16,96
SKU-0054,17,77
SKU-0054,18,74
SKU-0054,19,76
SKU-0054,20,90
SKU-0054,21,88
SKU-0054,22,66
SKU-0054,23,107
SKU-0054,24,114
SKU-0055,1,82
SKU-0055,2,103
SKU-0055,3,75
SKU-0055,4,53
SKU-0055,5,70
SKU-0055,6,69
SKU-0055,7,62
SKU-0055,8,79
SKU-0055,9,63
SKU-0055,10,77
SKU-0055,11,81
SKU-0055,12,66
SKU-0055,13,75
SKU-0055,14,105
SKU-0055,15,90
SKU-0055,16,91
SKU-0055,17,64
SKU-0055,18,70
SKU-0055,19,68
SKU-0055,20,64
SKU-0055,21,73
SKU-0055,22,91
SKU-0055,23,79
SKU-0055,24,113
SKU-0056,1,5
SKU-0056,2,6
SKU-0056,3,8
SKU-0056,4,5
SKU-0056,5,5
SKU-0056,6,4
SKU-0056,7,4
SKU-0056,8,4
SKU-0056,9,3
SKU-0056,10,4
SKU-0056,11,2
SKU-0056,12,2
SKU-0056,13,9
SKU-0056,14,5
SKU-0056,15,9
SKU-0056,16,5
SKU-0056,17,6
SKU-0056,18,4
SKU-0056,19,2
SKU-0056,20,2
SKU-0056,21,4
SKU-0056,22,1
SKU-0056,23,6
SKU-0056,24,5
SKU-0057,1,37
SKU-0057,2,31
SKU-0057,3,34
SKU-0057,4,32
SKU-0057,5,34
SKU-0057,6,18
SKU-0057,7,25
SKU-0057,8,25
SKU-0057,9,28
SKU-0057,10,18
SKU-0057,11,31
SKU-0057,12,35
SKU-0057,13,31
SKU-0057,14,19
SKU-0057,15,22
SKU-0057,16,29
SKU-0057,17,27
SKU-0057,18,33
SKU-0057,19,28
SKU-0057,20,39
SKU-0057,21,24
SKU-0057,22,31
SKU-0057,23,16
SKU-0057,24,34
SKU-0058,1,194
SKU-0058,2,186
SKU-0058,3,171
SKU-0058,4,215
SKU-0058,5,125
SKU-0058,6,154
SKU-0058,7,140
SKU-0058,8,153
SKU-0058,9,191
SKU-0058,10,135
SKU-0058,11,209
SKU-0058,12,168
SKU-0058,13,215
SKU-0058,14,181
SKU-0058,15,191
SKU-0058,16,174
SKU-0058,17,133
SKU-0058,18,150
SKU-0058,19,147
SKU-0058,20,163
SKU-0058,21,148
SKU-0058,22,146
SKU-0058,23,170
SKU-0058,24,213
SKU-0059,1,9
SKU-0059,2,9
SKU-0059,3,5
SKU-0059,4,3
SKU-0059,5,7
SKU-0059,6,5
SKU-0059,7,5
SKU-0059,8,9
SKU-0059,9,2
SKU-0059,10,1
SKU-0059,11,5
SKU-0059,12,7
SKU-0059,13,6
SKU-0059,14,5
SKU-0059,15,4
SKU-0059,16,8
SKU-0059,17,3
SKU-0059,18,10
SKU-0059,19,4
SKU-0059,20,5
SKU-0059,21,5
SKU-0059,22,5
SKU-0059,23,12
SKU-0059,24,12
SKU-0060,1,26
SKU-0060,2,27
SKU-0060,3,21
SKU-0060,4,24
SKU-0060,5,25
SKU-0060,6,15
SKU-0060,7,24
SKU-0060,8,28
SKU-0060,9,25
SKU-0060,10,36
SKU-0060,11,21
SKU-0060,12,14
SKU-0060,13,24
SKU-0060,14,27
SKU-0060,15,27
SKU-0060,16,26
SKU-0060,17,32
SKU-0060,18,30
SKU-0060,19,20
SKU-0060,20,22
SKU-0060,21,29
SKU-0060,22,20
SKU-0060,23,19
SKU-0060,24,36
SKU-0061,1,72
SKU-0061,2,60
SKU-0061,3,82
SKU-0061,4,94
SKU-0061,5,50
SKU-0061,6,69
SKU-0061,7,59
SKU-0061,8,61
SKU-0061,9,58
SKU-0061,10,53
SKU-0061,11,75
SKU-0061,12,74
SKU-0061,13,80
SKU-0061,14,84
SKU-0061,15,73
SKU-0061,16,70
SKU-0061,17,53
SKU-0061,18,56
SKU-0061,19,52
SKU-0061,20,78
SKU-0061,21,81
SKU-0061,22,77
SKU-0061,23,76
SKU-0061,24,93
SKU-0062,1,17
SKU-0062,2,34
SKU-0062,3,16
SKU-0062,4,15
SKU-0062,5,23
SKU-0062,6,22
SKU-0062,7,19
SKU-0062,8,18
SKU-0062,9,22
SKU-0062,10,33
SKU-0062,11,29
SKU-0062,12,28
SKU-0062,13,24
SKU-0062,14,19
SKU-0062,15,25
SKU-0062,16,14
SKU-0062,17,15
SKU-0062,18,25
SKU-0062,19,25
SKU-0062,20,23
SKU-0062,21,20
SKU-0062,22,34
SKU-0062,23,24
SKU-0062,24,19
SKU-0063,1,24
SKU-0063,2,31
SKU-0063,3,23
SKU-0063,4,20
SKU-0063,5,24
SKU-0063,6,31
SKU-0063,7,18
SKU-0063,8,17
SKU-0063,9,21
SKU-0063,10,32
SKU-0063,11,18
SKU-0063,12,28
SKU-0063,13,28
SKU-0063,14,43
SKU-0063,15,37
SKU-0063,16,26
SKU-0063,17,18
SKU-0063,18,27
SKU-0063,19,29
SKU-0063,20,18
SKU-0063,21,26
SKU-0063,22,22
SKU-0063,23,19
SKU-0063,24,33
SKU-0064,1,336
SKU-0064,2,297
SKU-0064,3,309
SKU-0064,4,280
SKU-0064,5,256
SKU-0064,6,277
SKU-0064,7,243
SKU-0064,8,216
SKU-0064,9,224
SKU-0064,10,250
SKU-0064,11,318
SKU-0064,12,304
SKU-0064,13,387
SKU-0064,14,319
SKU-0064,15,329
SKU-0064,16,260
SKU-0064,17,234
SKU-0064,18,240
SKU-0064,19,252
SKU-0064,20,240
SKU-0064,21,378
SKU-0064,22,350
SKU-0064,23,312
SKU-0064,24,337
SKU-0065,1,32
SKU-0065,2,39
SKU-0065,3,45
SKU-0065,4,21
SKU-0065,5,31
SKU-0065,6,41
SKU-0065,7,26
SKU-0065,8,37
SKU-0065,9,22
SKU-0065,10,27
SKU-0065,11,48
SKU-0065,12,33
SKU-0065,13,46
SKU-0065,14,40
SKU-0065,15,31
SKU-0065,16,34
SKU-0065,17,30
SKU-0065,18,25
SKU-0065,19,30
SKU-0065,20,38
SKU-0065,21,50
SKU-0065,22,48
SKU-0065,23,28
SKU-0065,24,42
SKU-0066,1,5
SKU-0066,2,4
SKU-0066,3,9
SKU-0066,4,6
SKU-0066,5,4
SKU-0066,6,5
SKU-0066,7,5
SKU-0066,8,2
SKU-0066,9,8
SKU-0066,10,9
SKU-0066,11,2
SKU-0066,12,7
SKU-0066,13,10
SKU-0066,14,8
SKU-0066,15,2
SKU-0066,16,5
SKU-0066,17,4
SKU-0066,18,9
SKU-0066,19,6
SKU-0066,20,11
SKU-0066,21,2
SKU-0066,22,5
SKU-0066,23,11
SKU-0066,24,11
SKU-0067,1,286
SKU-0067,2,257
SKU-0067,3,272
SKU-0067,4,190
SKU-0067,5,264
SKU-0067,6,214
SKU-0067,7,243
SKU-0067,8,223
SKU-0067,9,196
SKU-0067,10,215
SKU-0067,11,303
SKU-0067,12,215
SKU-0067,13,238
SKU-0067,14,270
SKU-0067,15,227
SKU-0067,16,273
SKU-0067,17,233
SKU-0067,18,180
SKU-0067,19,242
SKU-0067,20,205
SKU-0067,21,277
SKU-0067,22,208
SKU-0067,23,251
SKU-0067,24,256
SKU-0068,1,53
SKU-0068,2,50
SKU-0068,3,75
SKU-0068,4,49
SKU-0068,5,53
SKU-0068,6,41
SKU-0068,7,46
SKU-0068,8,53
SKU-0068,9,33
SKU-0068,10,70
SKU-0068,11,47
SKU-0068,12,59
SKU-0068,13,58
SKU-0068,14,65
SKU-0068,15,56
SKU-0068,16,65
SKU-0068,17,39
SKU-0068,18,44
SKU-0068,19,45
SKU-0068,20,52
SKU-0068,21,31
SKU-0068,22,45
SKU-0068,23,68
SKU-0068,24,61
SKU-0069,1,70
SKU-0069,2,64
SKU-0069,3,81
SKU-0069,4,51
SKU-0069,5,59
SKU-0069,6,52
SKU-0069,7,67
SKU-0069,8,73
SKU-0069,9,71
SKU-0069,10,41
SKU-0069,11,71
SKU-0069,12,83
SKU-0069,13,65
SKU-0069,14,91
SKU-0069,15,80
SKU-0069,16,55
SKU-0069,17,52
SKU-0069,18,58
SKU-0069,19,60
SKU-0069,20,48
SKU-0069,21,56
SKU-0069,22,78
SKU-0069,23,82
SKU-0069,24,64
SKU-0070,1,165
SKU-0070,2,194
SKU-0070,3,139
SKU-0070,4,181
SKU-0070,5,123
SKU-0070,6,118
SKU-0070,7,150
SKU-0070,8,121
SKU-0070,9,119
SKU-0070,10,135
SKU-0070,11,126
SKU-0070,12,170
SKU-0070,13,153
SKU-0070,14,148
SKU-0070,15,194
SKU-0070,16,148
SKU-0070,17,194
SKU-0070,18,152
SKU-0070,19,142
SKU-0070,20,150
SKU-0070,21,173
SKU-0070,22,142
SKU-0070,23,167
SKU-0070,24,195
SKU-0071,1,10
SKU-0071,2,10
SKU-0071,3,10
SKU-0071,4,9
SKU-0071,5,7
SKU-0071,6,7
SKU-0071,7,10
SKU-0071,8,7
SKU-0071,9,11
SKU-0071,10,8
SKU-0071,11,6
SKU-0071,12,13
SKU-0071,13,9
SKU-0071,14,10
SKU-0071,15,5
SKU-0071,16,11
SKU-0071,17,11
SKU-0071,18,8
SKU-0071,19,7
SKU-0071,20,7
SKU-0071,21,8
SKU-0071,22,15
SKU-0071,23,16
SKU-0071,24,12
SKU-0072,1,28
SKU-0072,2,28
SKU-0072,3,27
SKU-0072,4,22
SKU-0072,5,19
SKU-0072,6,18
SKU-0072,7,21
SKU-0072,8,24
SKU-0072,9,18
SKU-0072,10,22
SKU-0072,11,23
SKU-0072,12,17
SKU-0072,13,16
SKU-0072,14,26
SKU-0072,15,24
SKU-0072,16,34
SKU-0072,17,10
SKU-0072,18,13
SKU-0072,19,15
SKU-0072,20,19
SKU-0072,21,22
SKU-0072,22,19
SKU-0072,23,24
SKU-0072,24,25
SKU-0073,1,179
SKU-0073,2,185
SKU-0073,3,183
SKU-0073,4,155
SKU-0073,5,148
SKU-0073,6,137
SKU-0073,7,141
SKU-0073,8,173
SKU-0073,9,161
SKU-0073,10,127
SKU-0073,11,159
SKU-0073,12,172
SKU-0073,13,165
SKU-0073,14,189
SKU-0073,15,151
SKU-0073,16,203
SKU-0073,17,127
SKU-0073,18,140
SKU-0073,19,152
SKU-0073,20,136
SKU-0073,21,159
SKU-0073,22,183
SKU-0073,23,192
SKU-0073,24,197
SKU-0074,1,104
SKU-0074,2,137
SKU-0074,3,127
SKU-0074,4,120
SKU-0074,5,95
SKU-0074,6,95
SKU-0074,7,95
SKU-0074,8,112
SKU-0074,9,110
SKU-0074,10,127
SKU-0074,11,109
SKU-0074,12,162
SKU-0074,13,159
SKU-0074,14,166
SKU-0074,15,118
SKU-0074,16,101
SKU-0074,17,103
SKU-0074,18,115
SKU-0074,19,112
SKU-0074,20,112
SKU-0074,21,118
SKU-0074,22,111
SKU-0074,23,165
SKU-0074,24,133
SKU-0075,1,124
SKU-0075,2,112
SKU-0075,3,95
SKU-0075,4,109
SKU-0075,5,86
SKU-0075,6,71
SKU-0075,7,85
SKU-0075,8,75
SKU-0075,9,92
SKU-0075,10,87
SKU-0075,11,128
SKU-0075,12,106
SKU-0075,13,109
SKU-0075,14,109
SKU-0075,15,113
SKU-0075,16,94
SKU-0075,17,78
SKU-0075,18,107
SKU-0075,19,85
SKU-0075,20,94
SKU-0075,21,74
SKU-0075,22,111
SKU-0075,23,100
SKU-0075,24,103
SKU-0076,1,83
SKU-0076,2,88
SKU-0076,3,95
SKU-0076,4,52
SKU-0076,5,69
SKU-0076,6,85
SKU-0076,7,54
SKU-0076,8,71
SKU-0076,9,86
SKU-0076,10,73
SKU-0076,11,77
SKU-0076,12,103
SKU-0076,13,87
SKU-0076,14,88
SKU-0076,15,107
SKU-0076,16,79
SKU-0076,17,76
SKU-0076,18,88
SKU-0076,19,70
SKU-0076,20,64
SKU-0076,21,74
SKU-0076,22,84
SKU-0076,23,103
SKU-0076,24,92
SKU-0077,1,415
SKU-0077,2,389
SKU-0077,3,336
SKU-0077,4,333
SKU-0077,5,382
SKU-0077,6,347
SKU-0077,7,320
SKU-0077,8,308
SKU-0077,9,326
SKU-0077,10,428
SKU-0077,11,448
SKU-0077,12,412
SKU-0077,13,434
SKU-0077,14,382
SKU-0077,15,384
SKU-0077,16,394
SKU-0077,17,370
SKU-0077,18,353
SKU-0077,19,326
SKU-0077,20,328
SKU-0077,21,407
SKU-0077,22,449
SKU-0077,23,402
SKU-0077,24,431
SKU-0078,1,50
SKU-0078,2,56
SKU-0078,3,33
SKU-0078,4,42
SKU-0078,5,51
SKU-0078,6,49
SKU-0078,7,35
SKU-0078,8,42
SKU-0078,9,38
SKU-0078,10,33
SKU-0078,11,39
SKU-0078,12,48
SKU-0078,13,42
SKU-0078,14,41
SKU-0078,15,49
SKU-0078,16,41
SKU-0078,17,38
SKU-0078,18,49
SKU-0078,19,40
SKU-0078,20,39
SKU-0078,21,30
SKU-0078,22,43
SKU-0078,23,49
SKU-0078,24,50
SKU-0079,1,281
SKU-0079,2,254
SKU-0079,3,269
SKU-0079,4,201
SKU-0079,5,236
SKU-0079,6,205
SKU-0079,7,217
SKU-0079,8,222
SKU-0079,9,245
SKU-0079,10,290
SKU-0079,11,313
SKU-0079,12,311
SKU-0079,13,265
SKU-0079,14,255
SKU-0079,15,232
SKU-0079,16,255
SKU-0079,17,198
SKU-0079,18,194
SKU-0079,19,187
SKU-0079,20,211
SKU-0079,21,251
SKU-0079,22,328
SKU-0079,23,340
SKU-0079,24,288
SKU-0080,1,199
SKU-0080,2,181
SKU-0080,3,164
SKU-0080,4,142
SKU-0080,5,150
SKU-0080,6,160
SKU-0080,7,149
SKU-0080,8,136
SKU-0080,9,127
SKU-0080,10,207
SKU-0080,11,165
SKU-0080,12,183
SKU-0080,13,157
SKU-0080,14,211
SKU-0080,15,233
SKU-0080,16,202
SKU-0080,17,159
SKU-0080,18,141
SKU-0080,19,146
SKU-0080,20,149
SKU-0080,21,219
SKU-0080,22,159
SKU-0080,23,226
SKU-0080,24,188
SKU-0081,1,24
SKU-0081,2,29
SKU-0081,3,24
SKU-0081,4,31
SKU-0081,5,23
SKU-0081,6,28
SKU-0081,7,25
SKU-0081,8,33
SKU-0081,9,31
SKU-0081,10,22
SKU-0081,11,26
SKU-0081,12,28
SKU-0081,13,32
SKU-0081,14,32
SKU-0081,15,21
SKU-0081,16,22
SKU-0081,17,27
SKU-0081,18,14
SKU-0081,19,24
SKU-0081,20,34
SKU-0081,21,39
SKU-0081,22,22
SKU-0081,23,31
SKU-0081,24,24
SKU-0082,1,199
SKU-0082,2,233
SKU-0082,3,228
SKU-0082,4,187
SKU-0082,5,146
SKU-0082,6,155
SKU-0082,7,152
SKU-0082,8,174
SKU-0082,9,156
SKU-0082,10,231
SKU-0082,11,266
SKU-0082,12,242
SKU-0082,13,217
SKU-0082,14,233
SKU-0082,15,213
SKU-0082,16,148
SKU-0082,17,230
SKU-0082,18,172
SKU-0082,19,169
SKU-0082,20,202
SKU-0082,21,160
SKU-0082,22,166
SKU-0082,23,230
SKU-0082,24,240
SKU-0083,1,41
SKU-0083,2,47
SKU-0083,3,60
SKU-0083,4,37
SKU-0083,5,37
SKU-0083,6,41
SKU-0083,7,44
SKU-0083,8,43
SKU-0083,9,43
SKU-0083,10,42
SKU-0083,11,33
SKU-0083,12,36
SKU-0083,13,66
SKU-0083,14,56
SKU-0083,15,53
SKU-0083,16,76
SKU-0083,17,37
SKU-0083,18,62
SKU-0083,19,51
SKU-0083,20,39
SKU-0083,21,54
SKU-0083,22,39
SKU-0083,23,42
SKU-0083,24,56
SKU-0084,1,80
SKU-0084,2,66
SKU-0084,3,66
SKU-0084,4,78
SKU-0084,5,78
SKU-0084,6,57
SKU-0084,7,59
SKU-0084,8,68
SKU-0084,9,71
SKU-0084,10,56
SKU-0084,11,84
SKU-0084,12,84
SKU-0084,13,71
SKU-0084,14,71
SKU-0084,15,82
SKU-0084,16,82
SKU-0084,17,77
SKU-0084,18,50
SKU-0084,19,54
SKU-0084,20,69
SKU-0084,21,75
SKU-0084,22,76
SKU-0084,23,80
SKU-0084,24,75
SKU-0085,1,59
SKU-0085,2,60
SKU-0085,3,64
SKU-0085,4,55
SKU-0085,5,41
SKU-0085,6,37
SKU-0085,7,42
SKU-0085,8,53
SKU-0085,9,32
SKU-0085,10,52
SKU-0085,11,51
SKU-0085,12,47
SKU-0085,13,53
SKU-0085,14,66
SKU-0085,15,73
SKU-0085,16,59
SKU-0085,17,58
SKU-0085,18,53
SKU-0085,19,48
SKU-0085,20,54
SKU-0085,21,42
SKU-0085,22,61
SKU-0085,23,61
SKU-0085,24,76
SKU-0086,1,90
SKU-0086,2,104
SKU-0086,3,81
SKU-0086,4,102
SKU-0086,5,52
SKU-0086,6,54
SKU-0086,7,55
SKU-0086,8,97
SKU-0086,9,84
SKU-0086,10,75
SKU-0086,11,86
SKU-0086,12,94
SKU-0086,13,98
SKU-0086,14,93
SKU-0086,15,82
SKU-0086,16,66
SKU-0086,17,65
SKU-0086,18,65
SKU-0086,19,69
SKU-0086,20,74
SKU-0086,21,98
SKU-0086,22,83
SKU-0086,23,107
SKU-0086,24,98
SKU-0087,1,145
SKU-0087,2,143
SKU-0087,3,103
SKU-0087,4,94
SKU-0087,5,97
SKU-0087,6,84
SKU-0087,7,102
SKU-0087,8,82
SKU-0087,9,110
SKU-0087,10,75
SKU-0087,11,77
SKU-0087,12,122
SKU-0087,13,131
SKU-0087,14,100
SKU-0087,15,117
SKU-0087,16,114
SKU-0087,17,98
SKU-0087,18,91
SKU-0087,19,94
SKU-0087,20,92
SKU-0087,21,133
SKU-0087,22,103
SKU-0087,23,117
SKU-0087,24,97
SKU-0088,1,190
SKU-0088,2,173
SKU-0088,3,166
SKU-0088,4,137
SKU-0088,5,166
SKU-0088,6,121
SKU-0088,7,149
SKU-0088,8,122
SKU-0088,9,124
SKU-0088,10,170
SKU-0088,11,174
SKU-0088,12,171
SKU-0088,13,177
SKU-0088,14,176
SKU-0088,15,182
SKU-0088,16,159
SKU-0088,17,163
SKU-0088,18,152
SKU-0088,19,138
SKU-0088,20,153
SKU-0088,21,133
SKU-0088,22,212
SKU-0088,23,108
SKU-0088,24,161
SKU-0089,1,28
SKU-0089,2,31
SKU-0089,3,16
SKU-0089,4,26
SKU-0089,5,14
SKU-0089,6,21
SKU-0089,7,21
SKU-0089,8,17
SKU-0089,9,28
SKU-0089,10,35
SKU-0089,11,27
SKU-0089,12,21
SKU-0089,13,27
SKU-0089,14,23
SKU-0089,15,20
SKU-0089,16,13
SKU-0089,17,29
SKU-0089,18,20
SKU-0089,19,15
SKU-0089,20,27
SKU-0089,21,25
SKU-0089,22,19
SKU-0089,23,26
SKU-0089,24,28
SKU-0090,1,141
SKU-0090,2,146
SKU-0090,3,102
SKU-0090,4,83
SKU-0090,5,96
SKU-0090,6,115
SKU-0090,7,117
SKU-0090,8,77
SKU-0090,9,106
SKU-0090,10,131
SKU-0090,11,144
SKU-0090,12,104
SKU-0090,13,113
SKU-0090,14,137
SKU-0090,15,90
SKU-0090,16,108
SKU-0090,17,147
SKU-0090,18,122
SKU-0090,19,103
SKU-0090,20,91
SKU-0090,21,134
SKU-0090,22,155
SKU-0090,23,150
SKU-0090,24,112
SKU-0091,1,14
SKU-0091,2,12
SKU-0091,3,9
SKU-0091,4,6
SKU-0091,5,16
SKU-0091,6,11
SKU-0091,7,7
SKU-0091,8,10
SKU-0091,9,17
SKU-0091,10,8
SKU-0091,11,9
SKU-0091,12,19
SKU-0091,13,8
SKU-0091,14,8
SKU-0091,15,9
SKU-0091,16,6
SKU-0091,17,11
SKU-0091,18,18
SKU-0091,19,15
SKU-0091,20,7
SKU-0091,21,12
SKU-0091,22,14
SKU-0091,23,14
SKU-0091,24,12
SKU-0092,1,58
SKU-0092,2,45
SKU-0092,3,55
SKU-0092,4,38
SKU-0092,5,33
SKU-0092,6,45
SKU-0092,7,48
SKU-0092,8,33
SKU-0092,9,37
SKU-0092,10,38
SKU-0092,11,56
SKU-0092,12,36
SKU-0092,13,55
SKU-0092,14,52
SKU-0092,15,45
SKU-0092,16,35
SKU-0092,17,41
SKU-0092,18,45
SKU-0092,19,47
SKU-0092,20,31
SKU-0092,21,42
SKU-0092,22,42
SKU-0092,23,62
SKU-0092,24,50
SKU-0093,1,49
SKU-0093,2,46
SKU-0093,3,44
SKU-0093,4,41
SKU-0093,5,40
SKU-0093,6,41
SKU-0093,7,37
SKU-0093,8,37
SKU-0093,9,48
SKU-0093,10,26
SKU-0093,11,39
SKU-0093,12,49
SKU-0093,13,64
SKU-0093,14,51
SKU-0093,15,44
SKU-0093,16,58
SKU-0093,17,48
SKU-0093,18,36
SKU-0093,19,43
SKU-0093,20,38
SKU-0093,21,50
SKU-0093,22,41
SKU-0093,23,38
SKU-0093,24,58
SKU-0094,1,69
SKU-0094,2,75
SKU-0094,3,95
SKU-0094,4,60
SKU-0094,5,51
SKU-0094,6,65
SKU-0094,7,69
SKU-0094,8,48
SKU-0094,9,51
SKU-0094,10,89
SKU-0094,11,77
SKU-0094,12,108
SKU-0094,13,57
SKU-0094,14,101
SKU-0094,15,93
SKU-0094,16,89
SKU-0094,17,69
SKU-0094,18,61
SKU-0094,19,67
SKU-0094,20,89
SKU-0094,21,73
SKU-0094,22,84
SKU-0094,23,84
SKU-0094,24,93
SKU-0095,1,33
SKU-0095,2,31
SKU-0095,3,30
SKU-0095,4,39
SKU-0095,5,27
SKU-0095,6,26
SKU-0095,7,27
SKU-0095,8,33
SKU-0095,9,31
SKU-0095,10,27
SKU-0095,11,40
SKU-0095,12,36
SKU-0095,13,45
SKU-0095,14,27
SKU-0095,15,26
SKU-0095,16,41
SKU-0095,17,42
SKU-0095,18,34
SKU-0095,19,25
SKU-0095,20,25
SKU-0095,21,34
SKU-0095,22,31
SKU-0095,23,34
SKU-0095,24,39
SKU-0096,1,47
SKU-0096,2,41
SKU-0096,3,25
SKU-0096,4,52
SKU-0096,5,36
SKU-0096,6,41
SKU-0096,7,34
SKU-0096,8,41
SKU-0096,9,38
SKU-0096,10,48
SKU-0096,11,40
SKU-0096,12,53
SKU-0096,13,33
SKU-0096,14,49
SKU-0096,15,29
SKU-0096,16,54
SKU-0096,17,36
SKU-0096,18,42
SKU-0096,19,32
SKU-0096,20,50
SKU-0096,21,51
SKU-0096,22,32
SKU-0096,23,64
SKU-0096,24,40
SKU-0097,1,28
SKU-0097,2,33
SKU-0097,3,26
SKU-0097,4,28
SKU-0097,5,30
SKU-0097,6,26
SKU-0097,7,21
SKU-0097,8,17
SKU-0097,9,29
SKU-0097,10,30
SKU-0097,11,22
SKU-0097,12,31
SKU-0097,13,37
SKU-0097,14,39
SKU-0097,15,31
SKU-0097,16,48
SKU-0097,17,19
SKU-0097,18,25
SKU-0097,19,30
SKU-0097,20,34
SKU-0097,21,29
SKU-0097,22,29
SKU-0097,23,25
SKU-0097,24,43
SKU-0098,1,122
SKU-0098,2,116
SKU-0098,3,167
SKU-0098,4,138
SKU-0098,5,145
SKU-0098,6,111
SKU-0098,7,127
SKU-0098,8,124
SKU-0098,9,152
SKU-0098,10,130
SKU-0098,11,106
SKU-0098,12,159
SKU-0098,13,162
SKU-0098,14,161
SKU-0098,15,116
SKU-0098,16,169
SKU-0098,17,113
SKU-0098,18,145
SKU-0098,19,105
SKU-0098,20,111
SKU-0098,21,126
SKU-0098,22,185
SKU-0098,23,110
SKU-0098,24,167
SKU-0099,1,266
SKU-0099,2,247
SKU-0099,3,189
SKU-0099,4,171
SKU-0099,5,201
SKU-0099,6,188
SKU-0099,7,183
SKU-0099,8,206
SKU-0099,9,183
SKU-0099,10,190
SKU-0099,11,227
SKU-0099,12,278
SKU-0099,13,271
SKU-0099,14,255
SKU-0099,15,201
SKU-0099,16,239
SKU-0099,17,249
SKU-0099,18,217
SKU-0099,19,201
SKU-0099,20,167
SKU-0099,21,262
SKU-0099,22,245
SKU-0099,23,268
SKU-0099,24,274
SKU-0100,1,151
SKU-0100,2,129
SKU-0100,3,100
SKU-0100,4,149
SKU-0100,5,106
SKU-0100,6,96
SKU-0100,7,91
SKU-0100,8,88
SKU-0100,9,101
SKU-0100,10,151
SKU-0100,11,107
SKU-0100,12,130
SKU-0100,13,133
SKU-0100,14,121
SKU-0100,15,126
SKU-0100,16,90
SKU-0100,17,86
SKU-0100,18,116
SKU-0100,19,121
SKU-0100,20,110
SKU-0100,21,88
SKU-0100,22,119
SKU-0100,23,141
SKU-0100,24,127
SKU-0101,1,20
SKU-0101,2,28
SKU-0101,3,13
SKU-0101,4,20
SKU-0101,5,13
SKU-0101,6,25
SKU-0101,7,21
SKU-0101,8,15
SKU-0101,9,16
SKU-0101,10,25
SKU-0101,11,17
SKU-0101,12,20
SKU-0101,13,17
SKU-0101,14,21
SKU-0101,15,26
SKU-0101,16,9
SKU-0101,17,17
SKU-0101,18,15
SKU-0101,19,19
SKU-0101,20,10
SKU-0101,21,8
SKU-0101,22,14
SKU-0101,23,17
SKU-0101,24,22
SKU-0102,1,93
SKU-0102,2,104
SKU-0102,3,101
SKU-0102,4,84
SKU-0102,5,119
SKU-0102,6,70
SKU-0102,7,80
SKU-0102,8,70
SKU-0102,9,63
SKU-0102,10,109
SKU-0102,11,89
SKU-0102,12,91
SKU-0102,13,103
SKU-0102,14,106
SKU-0102,15,74
SKU-0102,16,56
SKU-0102,17,73
SKU-0102,18,90
SKU-0102,19,72
SKU-0102,20,65
SKU-0102,21,80
SKU-0102,22,92
SKU-0102,23,89
SKU-0102,24,80
SKU-0103,1,20
SKU-0103,2,19
SKU-0103,3,23
SKU-0103,4,16
SKU-0103,5,21
SKU-0103,6,18
SKU-0103,7,19
SKU-0103,8,24
SKU-0103,9,9
SKU-0103,10,20
SKU-0103,11,20
SKU-0103,12,23
SKU-0103,13,20
SKU-0103,14,28
SKU-0103,15,41
SKU-0103,16,15
SKU-0103,17,12
SKU-0103,18,18
SKU-0103,19,29
SKU-0103,20,21
SKU-0103,21,25
SKU-0103,22,28
SKU-0103,23,7
SKU-0103,24,17
SKU-0104,1,23
SKU-0104,2,25
SKU-0104,3,25
SKU-0104,4,27
SKU-0104,5,13
SKU-0104,6,18
SKU-0104,7,14
SKU-0104,8,17
SKU-0104,9,15
SKU-0104,10,23
SKU-0104,11,23
SKU-0104,12,21
SKU-0104,13,30
SKU-0104,14,30
SKU-0104,15,25
SKU-0104,16,23
SKU-0104,17,15
SKU-0104,18,9
SKU-0104,19,13
SKU-0104,20,21
SKU-0104,21,19
SKU-0104,22,20
SKU-0104,23,16
SKU-0104,24,25
SKU-0105,1,113
SKU-0105,2,111
SKU-0105,3,103
SKU-0105,4,76
SKU-0105,5,109
SKU-0105,6,72
SKU-0105,7,78
SKU-0105,8,108
SKU-0105,9,96
SKU-0105,10,74
SKU-0105,11,74
SKU-0105,12,99
SKU-0105,13,119
SKU-0105,14,94
SKU-0105,15,120
SKU-0105,16,95
SKU-0105,17,71
SKU-0105,18,78
SKU-0105,19,65
SKU-0105,20,75
SKU-0105,21,122
SKU-0105,22,82
SKU-0105,23,115
SKU-0105,24,91
SKU-0106,1,64
SKU-0106,2,74
SKU-0106,3,55
SKU-0106,4,82
SKU-0106,5,49
SKU-0106,6,45
SKU-0106,7,56
SKU-0106,8,51
SKU-0106,9,31
SKU-0106,10,84
SKU-0106,11,62
SKU-0106,12,63
SKU-0106,13,65
SKU-0106,14,67
SKU-0106,15,63
SKU-0106,16,62
SKU-0106,17,38
SKU-0106,18,44
SKU-0106,19,42
SKU-0106,20,51
SKU-0106,21,50
SKU-0106,22,66
